Region,City,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Payment Mode,Year,Month,Sales_log
North,Chandigarh,Home Decor,Clock,4,74834,15,254435.6,Credit Card,2023,11,12.446806968024635
East,Guwahati,Sports,Football,3,34803,15,88747.65,UPI,2025,1,11.393563495954364
North,Jaipur,Home Decor,Wall Art,1,72645,20,58116.0,UPI,2024,7,10.97021349900857
South,Bangalore,Groceries,Sugar,2,68457,15,116376.9,COD,2024,12,11.664597933710345
South,Chennai,Beauty,Perfume,1,23809,0,23809.0,Debit Card,2023,11,10.077860939480908
South,Coimbatore,Furniture,Sofa,4,68951,15,234433.4,COD,2025,7,12.364931083596321
North,Delhi,Kitchen,Microwave,3,16597,10,44811.9,Credit Card,2023,11,10.710251323383032
East,Guwahati,Sports,Yoga Mat,3,50834,0,152502.0,Net Banking,2023,12,11.934939546967257
East,Kolkata,Groceries,Oil,1,69955,10,62959.5,Debit Card,2023,11,11.050262824609941
North,Chandigarh,Books,Biography,5,13533,5,64281.75,UPI,2023,11,11.071046600516928
North,Jaipur,Toys,Doll,1,62732,10,56458.8,Net Banking,2024,9,10.941284159470353
West,Ahmedabad,Beauty,Shampoo,5,339,15,1440.75,Net Banking,2023,11,7.273612932495522
East,Bhubaneswar,Groceries,Spices,5,25073,10,112828.5,Debit Card,2023,12,11.633633108677135
South,Chennai,Books,Biography,1,46278,20,37022.4,Credit Card,2025,1,10.51930542415768
West,Pune,Kitchen,Juicer,1,32826,15,27902.1,Credit Card,2024,5,10.236493072748186
East,Guwahati,Beauty,Face Cream,5,4121,0,20605.0,COD,2024,6,9.933337574505014
East,Bhubaneswar,Kitchen,Microwave,4,26410,10,95076.0,Credit Card,2025,9,11.462442368599397
South,Thiruvananthapuram,Electronics,Laptop,3,10933,15,27879.15,Net Banking,2024,7,10.235670245060847
East,Kolkata,Groceries,Spices,5,73407,20,293628.0,UPI,2024,11,12.590072344686645
East,Bhubaneswar,Groceries,Oil,4,22751,0,91004.0,UPI,2024,12,11.418669729044508
East,Patna,Groceries,Rice,2,69557,15,118246.9,Debit Card,2024,4,11.680538547211286
South,Bangalore,Home Decor,Lamp,5,14329,20,57316.0,Net Banking,2024,6,10.956352542819474
South,Coimbatore,Toys,Action Figure,3,36297,15,92557.35,Debit Card,2023,10,11.43559453543382
East,Bhubaneswar,Sports,Football,3,30058,10,81156.6,Credit Card,2024,1,11.304148222285166
South,Chennai,Home Decor,Clock,2,46850,10,84330.0,Net Banking,2025,3,11.342504810674592
West,Mumbai,Sports,Yoga Mat,4,50863,20,162761.6,UPI,2024,12,12.000047976428931
East,Ranchi,Books,Fiction,4,52665,0,210660.0,Net Banking,2024,10,12.25800548536493
North,Chandigarh,Electronics,Smartwatch,3,43187,5,123082.95,Net Banking,2023,11,11.720621921868688
South,Thiruvananthapuram,Home Decor,Wall Art,3,73069,15,186325.95,UPI,2024,6,12.13525820527946
North,Delhi,Clothing,Kids Wear,2,59974,0,119948.0,UPI,2023,12,11.694821931426086
East,Kolkata,Kitchen,Cookware Set,1,41916,10,37724.4,Credit Card,2025,7,10.538088886628215
West,Goa,Kitchen,Microwave,5,72907,15,309854.75,Debit Card,2025,2,12.643862145584535
West,Surat,Toys,Board Game,3,33919,20,81405.6,Net Banking,2024,7,11.30721162978482
West,Ahmedabad,Clothing,Accessories,4,14493,20,46377.6,Debit Card,2023,11,10.744593424929182
North,Amritsar,Home Decor,Clock,4,72178,5,274276.4,Debit Card,2024,9,12.521895281989218
West,Surat,Furniture,Bed,4,19874,20,63596.8,Debit Card,2024,3,11.060334157534955
West,Ahmedabad,Kitchen,Refrigerator,2,45817,20,73307.2,Debit Card,2025,1,11.202427750649248
North,Lucknow,Clothing,Women's Wear,5,74137,0,370685.0,Net Banking,2024,10,12.82311062203774
West,Surat,Electronics,Smartwatch,5,61949,0,309745.0,UPI,2023,12,12.643507885767974
South,Chennai,Groceries,Wheat,3,50586,10,136582.2,Credit Card,2024,12,11.824689231732487
West,Mumbai,Groceries,Sugar,1,71895,10,64705.5,Credit Card,2025,5,11.07761693912137
South,Hyderabad,Groceries,Sugar,5,1327,20,5308.0,COD,2025,3,8.57715877258367
North,Chandigarh,Home Decor,Wall Art,1,63064,20,50451.2,Credit Card,2024,11,10.828781632363185
East,Ranchi,Groceries,Oil,5,73154,20,292616.0,COD,2025,9,12.586619865675376
South,Thiruvananthapuram,Kitchen,Juicer,2,10261,15,17443.7,COD,2025,5,9.766791156568448
South,Chennai,Kitchen,Refrigerator,5,39680,5,188480.0,UPI,2024,3,12.146752485034002
South,Coimbatore,Groceries,Sugar,1,68123,5,64716.85,UPI,2024,6,11.077792331155853
South,Hyderabad,Books,Comics,2,77818,10,140072.4,Debit Card,2024,7,11.84992184991599
South,Hyderabad,Furniture,Chair,4,56827,15,193211.8,Net Banking,2024,9,12.171547451153941
West,Ahmedabad,Books,Fiction,1,39365,15,33460.25,Debit Card,2024,6,10.41814333188247
West,Ahmedabad,Toys,Board Game,2,47485,15,80724.5,UPI,2025,8,11.298809789475365
North,Delhi,Groceries,Oil,2,14043,5,26681.7,Debit Card,2023,11,10.191770694309547
West,Mumbai,Books,Textbook,2,1308,0,2616.0,Net Banking,2024,8,7.869783902530146
East,Guwahati,Electronics,Headphones,1,8233,20,6586.4,UPI,2024,5,8.792914012468742
East,Kolkata,Kitchen,Refrigerator,1,56925,0,56925.0,Net Banking,2024,7,10.949507457751732
South,Coimbatore,Toys,RC Car,1,36499,5,34674.05,Net Banking,2024,3,10.45377568714306
East,Kolkata,Beauty,Foundation,5,13413,15,57005.25,Debit Card,2025,7,10.950916189928469
North,Chandigarh,Sports,Dumbbells,3,17841,15,45494.55,UPI,2024,11,10.725369797958292
East,Kolkata,Electronics,Laptop,4,48758,5,185280.4,Debit Card,2024,10,12.129631029469481
East,Guwahati,Clothing,Shoes,2,71120,20,113792.0,UPI,2024,10,11.642136287358912
North,Delhi,Groceries,Spices,2,18958,0,37916.0,Net Banking,2024,12,10.543154839315235
North,Chandigarh,Clothing,Accessories,4,64094,20,205100.8,COD,2025,1,12.231261720228689
East,Guwahati,Electronics,Mobile,3,14626,5,41684.1,Net Banking,2024,9,10.6378990297863
South,Coimbatore,Furniture,Bed,3,4192,5,11947.2,Debit Card,2024,4,9.388335918399115
South,Coimbatore,Furniture,Bed,2,14171,20,22673.6,Net Banking,2024,3,10.029000634254421
East,Guwahati,Home Decor,Lamp,3,62095,15,158342.25,Net Banking,2024,11,11.97252042396634
South,Coimbatore,Home Decor,Vase,4,51318,10,184744.8,Net Banking,2025,4,12.126736105128495
North,Lucknow,Sports,Tennis Racket,3,50194,10,135523.8,Credit Card,2024,8,11.816909928384966
North,Amritsar,Electronics,Laptop,4,49983,5,189935.4,COD,2024,8,12.154444558263636
North,Lucknow,Books,Textbook,5,28726,20,114904.0,Credit Card,2025,3,11.651860978991007
North,Jaipur,Books,Fiction,2,29999,15,50998.3,COD,2025,8,10.839567186122071
North,Chandigarh,Kitchen,Mixer Grinder,3,49351,10,133247.7,Credit Card,2024,2,11.799972585882939
West,Surat,Clothing,Kids Wear,1,18752,20,15001.6,UPI,2023,11,9.615978798397194
North,Jaipur,Home Decor,Wall Art,1,34749,5,33011.55,UPI,2024,4,10.404643071182052
East,Kolkata,Books,Fiction,1,14426,15,12262.1,Net Banking,2024,6,9.41435003234021
North,Jaipur,Toys,Action Figure,2,21380,10,38484.0,Net Banking,2024,4,10.558023833968418
West,Surat,Furniture,Table,1,58301,0,58301.0,UPI,2025,1,10.973391677067495
East,Kolkata,Sports,Football,3,46850,10,126495.0,Credit Card,2025,3,11.747965966096412
West,Pune,Kitchen,Juicer,4,30621,10,110235.6,COD,2023,12,11.610384243972158
West,Surat,Groceries,Sugar,4,40699,15,138376.6,Credit Card,2023,12,11.837741459355646
East,Patna,Groceries,Oil,1,45110,15,38343.5,COD,2024,9,10.55436638060423
East,Kolkata,Groceries,Spices,2,29404,5,55867.6,Net Banking,2023,10,10.93075778396848
East,Patna,Sports,Tennis Racket,2,18813,15,31982.1,UPI,2024,12,10.372962917274736
West,Surat,Toys,RC Car,3,33491,0,100473.0,Net Banking,2024,3,11.517654266543316
East,Ranchi,Kitchen,Cookware Set,1,78678,15,66876.3,Debit Card,2024,11,11.110614876130263
West,Goa,Sports,Football,3,3640,10,9828.0,Credit Card,2024,9,9.19309247856663
North,Lucknow,Furniture,Chair,4,20937,10,75373.2,Net Banking,2024,12,11.230220320374489
East,Patna,Home Decor,Vase,5,51828,20,207312.0,Debit Card,2024,1,12.241985007504407
West,Ahmedabad,Furniture,Cabinet,1,28361,15,24106.85,Net Banking,2025,5,10.090292792582582
West,Mumbai,Electronics,Smartwatch,1,60202,10,54181.8,Debit Card,2024,1,10.900118793890305
East,Kolkata,Electronics,Laptop,1,4656,0,4656.0,Credit Card,2025,3,8.446126742982377
East,Kolkata,Books,Fiction,5,69474,15,295264.5,Credit Card,2024,1,12.595630230564794
South,Coimbatore,Furniture,Chair,1,49401,15,41990.85,UPI,2024,1,10.645230830816782
West,Surat,Kitchen,Cookware Set,5,75556,15,321113.0,Debit Card,2024,9,12.67955147925172
North,Chandigarh,Electronics,Camera,5,46423,10,208903.5,Net Banking,2024,2,12.249632488720016
East,Patna,Sports,Football,2,73497,5,139644.3,UPI,2024,1,11.846860915239471
West,Surat,Kitchen,Juicer,2,54884,10,98791.2,COD,2024,3,11.50077393325103
North,Lucknow,Groceries,Wheat,2,9170,15,15589.0,UPI,2024,3,9.654384962051822
West,Pune,Groceries,Rice,5,69671,0,348355.0,Debit Card,2024,6,12.760980224366198
South,Hyderabad,Books,Non-Fiction,4,20105,20,64336.0,Debit Card,2023,12,11.071890172413422
South,Coimbatore,Furniture,Bed,1,79347,20,63477.6,Debit Card,2024,5,11.058458120206852
West,Goa,Toys,Puzzle,4,35782,15,121658.8,Debit Card,2024,3,11.70898390394765
West,Pune,Toys,Puzzle,4,21034,20,67308.8,COD,2025,9,11.117061121673647
North,Chandigarh,Groceries,Spices,4,73446,15,249716.4,Net Banking,2024,8,12.428085157460417
South,Bangalore,Clothing,Accessories,5,70613,15,300105.25,Net Banking,2024,6,12.611891857602796
West,Ahmedabad,Toys,RC Car,3,40135,10,108364.5,Credit Card,2025,1,11.593265051647755
West,Pune,Sports,Cricket Bat,5,1476,10,6642.0,Net Banking,2025,6,8.80131894766524
East,Patna,Electronics,Smartwatch,4,10401,0,41604.0,Credit Card,2024,12,10.63597563133453
North,Jaipur,Home Decor,Lamp,5,9391,5,44607.25,Credit Card,2024,4,10.705674098480388
South,Bangalore,Beauty,Lipstick,4,73820,5,280516.0,Debit Card,2025,6,12.544389608169022
West,Goa,Home Decor,Cushion,2,47173,15,80194.1,Credit Card,2024,1,11.292217694731235
West,Pune,Beauty,Perfume,4,47498,15,161493.2,UPI,2024,2,11.992224507687256
West,Surat,Home Decor,Wall Art,3,11923,10,32192.1,COD,2024,6,10.37950742285575
West,Goa,Toys,Doll,1,40798,20,32638.4,UPI,2023,11,10.393275426556144
West,Pune,Toys,RC Car,5,35410,0,177050.0,Net Banking,2024,3,12.084193105646099
North,Lucknow,Groceries,Rice,5,55910,0,279550.0,Debit Card,2023,11,12.540940023626
West,Surat,Groceries,Oil,2,8746,0,17492.0,Net Banking,2024,11,9.769556079890267
North,Delhi,Clothing,Kids Wear,4,14917,20,47734.4,Net Banking,2025,9,10.77342853999271
East,Ranchi,Groceries,Rice,5,41384,0,206920.0,UPI,2024,8,12.240092356891392
West,Goa,Clothing,Shoes,2,18682,5,35495.8,Debit Card,2025,8,10.477197830555507
South,Thiruvananthapuram,Beauty,Perfume,5,17129,5,81362.75,COD,2025,2,11.30668512110569
South,Coimbatore,Furniture,Bed,4,47482,0,189928.0,Credit Card,2025,8,12.154405597094753
South,Chennai,Toys,Doll,4,48902,10,176047.2,COD,2024,1,12.078513100162851
West,Goa,Clothing,Men's Wear,1,1850,10,1665.0,COD,2024,4,7.418180822726788
West,Goa,Kitchen,Microwave,5,17417,0,87085.0,Net Banking,2024,12,11.374651415133773
West,Mumbai,Groceries,Wheat,4,65277,20,208886.4,Net Banking,2024,12,12.249550629784936
East,Kolkata,Groceries,Spices,2,804,0,1608.0,COD,2024,9,7.3833681469923835
North,Amritsar,Home Decor,Wall Art,1,26679,20,21343.2,COD,2024,1,9.968535318986293
North,Jaipur,Clothing,Women's Wear,4,18158,5,69000.4,Debit Card,2024,5,11.141882073228633
East,Guwahati,Kitchen,Cookware Set,1,28012,15,23810.2,Net Banking,2025,2,10.077911337202941
West,Goa,Toys,Board Game,5,12063,10,54283.5,COD,2023,11,10.901994013976026
North,Chandigarh,Home Decor,Clock,4,61658,20,197305.6,COD,2024,10,12.192514143047768
South,Thiruvananthapuram,Home Decor,Lamp,3,56730,0,170190.0,Credit Card,2024,2,12.044676614757346
North,Lucknow,Sports,Yoga Mat,2,42495,15,72241.5,Debit Card,2024,4,11.187783794358065
South,Bangalore,Kitchen,Mixer Grinder,3,63404,5,180701.4,Net Banking,2025,1,12.104606758174466
West,Ahmedabad,Furniture,Cabinet,5,37458,20,149832.0,Debit Card,2024,8,11.917276619529122
East,Patna,Kitchen,Cookware Set,2,3951,0,7902.0,Net Banking,2025,3,8.974997713204976
North,Delhi,Books,Non-Fiction,4,33265,15,113101.0,Net Banking,2023,10,11.636045345413821
South,Thiruvananthapuram,Clothing,Kids Wear,3,18635,10,50314.5,COD,2025,6,10.826068459712474
South,Chennai,Beauty,Shampoo,4,68771,0,275084.0,Credit Card,2025,4,12.524835419799045
North,Jaipur,Books,Fiction,5,49186,10,221337.0,Net Banking,2024,3,12.307446223905538
North,Jaipur,Clothing,Shoes,5,13694,5,65046.5,UPI,2024,4,11.08287305122672
West,Surat,Furniture,Cabinet,2,67572,15,114872.4,Debit Card,2023,10,11.651585931378182
North,Lucknow,Beauty,Lipstick,1,4229,10,3806.1,UPI,2024,2,8.244623023439669
East,Kolkata,Sports,Tennis Racket,5,64872,20,259488.0,UPI,2023,11,12.466469591479614
West,Ahmedabad,Books,Textbook,3,14129,5,40267.65,Credit Card,2024,1,10.603328529568643
South,Hyderabad,Kitchen,Cookware Set,3,16611,15,42358.05,Net Banking,2024,8,10.653937372646105
North,Lucknow,Kitchen,Mixer Grinder,3,53286,5,151865.1,COD,2025,8,11.93075449053681
North,Delhi,Books,Fiction,1,24432,20,19545.6,Net Banking,2024,9,9.880556637245407
East,Ranchi,Clothing,Women's Wear,2,20102,15,34173.4,COD,2024,7,10.43923210474454
South,Bangalore,Furniture,Cabinet,4,16502,0,66008.0,Credit Card,2023,10,11.097546375348252
North,Chandigarh,Toys,Puzzle,5,43387,20,173548.0,Credit Card,2025,3,12.064215259245097
West,Surat,Furniture,Chair,4,35147,10,126529.2,Credit Card,2023,11,11.74823629383487
East,Ranchi,Kitchen,Mixer Grinder,4,45205,5,171779.0,Credit Card,2024,12,12.053969867320216
South,Bangalore,Electronics,Camera,1,22865,0,22865.0,COD,2024,6,10.037406370101916
West,Goa,Home Decor,Clock,4,71644,10,257918.4,Credit Card,2025,7,12.460402411994965
East,Guwahati,Beauty,Face Cream,3,29239,20,70173.6,Net Banking,2024,1,11.158741701178213
West,Surat,Books,Fiction,4,74805,0,299220.0,Net Banking,2025,4,12.60893770978523
West,Goa,Kitchen,Mixer Grinder,3,28466,10,76858.2,COD,2025,6,11.249730455529667
North,Chandigarh,Clothing,Accessories,1,7206,5,6845.7,Credit Card,2023,11,8.83152206335176
South,Hyderabad,Clothing,Shoes,1,73851,20,59080.8,Credit Card,2023,11,10.98667820334437
East,Patna,Home Decor,Wall Art,3,41101,10,110972.7,Net Banking,2025,7,11.617048515283544
South,Thiruvananthapuram,Electronics,Smartwatch,5,52470,15,222997.5,Net Banking,2024,11,12.314920323962234
South,Bangalore,Kitchen,Microwave,1,59968,5,56969.6,COD,2025,6,10.950290624277855
South,Thiruvananthapuram,Furniture,Bed,5,18181,10,81814.5,UPI,2024,8,11.312221991193097
South,Hyderabad,Electronics,Mobile,4,25718,5,97728.4,UPI,2024,2,11.489957713950483
East,Bhubaneswar,Clothing,Shoes,2,38458,0,76916.0,Net Banking,2025,4,11.250482197382073
West,Ahmedabad,Electronics,Mobile,2,32976,20,52761.6,Net Banking,2025,5,10.873557885374435
West,Surat,Beauty,Shampoo,1,55470,15,47149.5,Net Banking,2024,6,10.761099892459248
South,Thiruvananthapuram,Furniture,Chair,4,9258,20,29625.6,Credit Card,2024,10,10.296427885417847
North,Delhi,Beauty,Lipstick,4,64491,20,206371.2,Net Banking,2024,11,12.237436613595563
North,Delhi,Home Decor,Clock,3,23482,0,70446.0,Net Banking,2024,1,11.16261593302765
East,Ranchi,Books,Fiction,3,77870,0,233610.0,Credit Card,2025,5,12.36141261786865
North,Chandigarh,Clothing,Accessories,3,6356,15,16207.8,Debit Card,2025,4,9.693309583611942
North,Chandigarh,Clothing,Kids Wear,3,18402,5,52445.7,Credit Card,2025,4,10.867552694781212
East,Bhubaneswar,Home Decor,Vase,3,8517,0,25551.0,Net Banking,2024,9,10.148470870454794
East,Ranchi,Sports,Dumbbells,5,3762,15,15988.5,COD,2024,4,9.679687535795633
West,Ahmedabad,Kitchen,Cookware Set,2,58950,5,112005.0,Debit Card,2025,6,11.626307720270905
East,Ranchi,Sports,Yoga Mat,5,2215,15,9413.75,COD,2024,2,9.150032887366427
North,Delhi,Furniture,Bed,1,51262,15,43572.7,Credit Card,2023,11,10.682209036322995
East,Guwahati,Clothing,Accessories,1,3274,0,3274.0,COD,2024,12,8.094073148069352
North,Lucknow,Furniture,Bed,4,46548,10,167572.8,Credit Card,2025,1,12.029179130227819
West,Surat,Beauty,Face Cream,4,26195,5,99541.0,COD,2024,2,11.50833494463585
South,Chennai,Clothing,Women's Wear,2,14488,0,28976.0,UPI,2023,11,10.274257690847406
North,Delhi,Furniture,Sofa,3,23451,0,70353.0,Net Banking,2024,9,11.16129491949047
West,Ahmedabad,Groceries,Spices,1,38675,10,34807.5,Credit Card,2025,1,10.457616888811252
East,Bhubaneswar,Furniture,Cabinet,3,79577,5,226794.45,Credit Card,2024,10,12.3318037889061
South,Chennai,Beauty,Lipstick,1,41181,20,32944.8,Debit Card,2024,4,10.402619065948832
West,Pune,Groceries,Oil,4,44063,5,167439.4,Net Banking,2025,5,12.02838274603246
East,Patna,Beauty,Perfume,5,45804,10,206118.0,Credit Card,2024,12,12.236208950887601
West,Surat,Home Decor,Lamp,2,60861,5,115635.9,Net Banking,2024,9,11.658210388437857
North,Jaipur,Beauty,Shampoo,3,55124,5,157103.4,COD,2024,6,11.964665831489953
East,Ranchi,Groceries,Spices,5,46447,5,220623.25,COD,2025,1,12.304216307230492
North,Delhi,Sports,Tennis Racket,5,77301,5,367179.75,Net Banking,2025,2,12.813609512607023
North,Jaipur,Clothing,Kids Wear,5,4582,20,18328.0,COD,2024,8,9.816239783971849
South,Hyderabad,Clothing,Men's Wear,3,1832,15,4671.6,Net Banking,2025,6,8.449470940919857
West,Goa,Furniture,Table,2,71615,10,128907.0,Debit Card,2024,1,11.766854250616618
West,Goa,Sports,Dumbbells,4,31223,20,99913.6,Debit Card,2025,5,11.512071100104484
North,Delhi,Beauty,Shampoo,2,68678,20,109884.8,UPI,2024,9,11.607196923672346
East,Guwahati,Home Decor,Vase,5,60317,10,271426.5,Credit Card,2024,2,12.511450347705143
East,Bhubaneswar,Clothing,Accessories,2,14433,5,27422.7,Credit Card,2025,9,10.219162882014452
South,Chennai,Kitchen,Refrigerator,1,43259,0,43259.0,COD,2024,7,10.67498369950705
West,Goa,Kitchen,Cookware Set,1,23349,10,21014.1,Credit Card,2025,6,9.952996505933724
North,Jaipur,Kitchen,Juicer,1,37721,5,35834.95,UPI,2023,12,10.486706858471491
South,Bangalore,Sports,Dumbbells,1,65644,15,55797.4,UPI,2024,2,10.929500474123175
South,Coimbatore,Books,Fiction,1,46080,10,41472.0,Debit Card,2025,4,10.632797892075562
North,Amritsar,Home Decor,Wall Art,1,73929,0,73929.0,Net Banking,2024,6,11.210873978551145
South,Hyderabad,Clothing,Accessories,5,43190,15,183557.5,UPI,2025,3,12.12028869676041
West,Mumbai,Kitchen,Cookware Set,3,15977,5,45534.45,Credit Card,2024,7,10.726246422461049
North,Chandigarh,Clothing,Kids Wear,1,12909,0,12909.0,UPI,2024,1,9.465757483840688
South,Thiruvananthapuram,Sports,Cricket Bat,3,61466,5,175178.1,Net Banking,2025,8,12.0735641581311
West,Mumbai,Kitchen,Mixer Grinder,4,30607,15,104063.8,UPI,2024,11,11.552769061014754
East,Ranchi,Toys,Action Figure,5,61678,5,292970.5,Debit Card,2023,10,12.587830613643634
South,Bangalore,Toys,Puzzle,1,30881,0,30881.0,Credit Card,2024,4,10.33792876888081
South,Hyderabad,Books,Biography,5,65695,5,312051.25,UPI,2024,6,12.650925920719146
West,Goa,Sports,Dumbbells,2,7097,10,12774.6,Debit Card,2024,8,9.4552923807009
South,Bangalore,Electronics,Laptop,3,47931,20,115034.4,UPI,2025,6,11.652995186063615
South,Coimbatore,Books,Textbook,1,62448,20,49958.4,Net Banking,2024,5,10.818965954559712
South,Bangalore,Home Decor,Cushion,1,2174,10,1956.6,Debit Card,2025,1,7.579474512128462
East,Bhubaneswar,Groceries,Oil,4,74949,0,299796.0,Credit Card,2024,2,12.610860857929453
North,Delhi,Toys,RC Car,5,25438,10,114471.0,Credit Card,2024,6,11.64808553058657
East,Patna,Toys,Board Game,4,69094,5,262557.2,COD,2023,10,12.47822805072455
East,Ranchi,Toys,Puzzle,4,2621,10,9435.6,Debit Card,2025,6,9.152351024771411
South,Coimbatore,Toys,Puzzle,5,70553,10,317488.5,Debit Card,2024,10,12.66820002590189
West,Mumbai,Home Decor,Cushion,1,16818,10,15136.2,Debit Card,2024,10,9.624910569333005
East,Bhubaneswar,Clothing,Accessories,1,55368,5,52599.6,Debit Card,2024,8,10.87048280550485
South,Thiruvananthapuram,Clothing,Kids Wear,5,49982,20,199928.0,UPI,2025,3,12.205717582502757
North,Amritsar,Furniture,Sofa,5,74675,5,354706.25,Debit Card,2025,2,12.779048080361111
East,Patna,Toys,RC Car,5,65711,20,262844.0,Debit Card,2025,4,12.47931978381063
East,Guwahati,Groceries,Sugar,3,29082,5,82883.7,Credit Card,2023,12,11.325205764379653
East,Patna,Sports,Football,3,27212,20,65308.8,UPI,2025,1,11.08689738057384
West,Goa,Groceries,Oil,4,33161,15,112747.4,COD,2024,7,11.632914066576875
North,Lucknow,Furniture,Table,3,79423,5,226355.55,Debit Card,2023,11,12.329866689931617
West,Goa,Clothing,Accessories,2,34933,20,55892.8,UPI,2024,9,10.931208740648492
South,Coimbatore,Furniture,Sofa,2,32335,5,61436.5,Debit Card,2024,2,11.025775676889522
East,Guwahati,Beauty,Shampoo,3,16749,10,45222.3,Debit Card,2025,6,10.719367719728346
West,Goa,Sports,Football,4,52582,0,210328.0,Credit Card,2024,5,12.256428250424312
East,Patna,Groceries,Wheat,3,15593,15,39762.15,UPI,2024,10,10.59069588298446
West,Surat,Kitchen,Microwave,5,34728,0,173640.0,UPI,2025,9,12.064745228438642
South,Thiruvananthapuram,Toys,Puzzle,1,41713,5,39627.35,Net Banking,2024,6,10.587300050192809
South,Chennai,Kitchen,Juicer,5,37107,15,157704.75,UPI,2024,1,11.968486233922437
West,Ahmedabad,Sports,Tennis Racket,3,27635,5,78759.75,Credit Card,2025,4,11.274170055308026
East,Kolkata,Home Decor,Cushion,3,79468,10,214563.6,UPI,2023,11,12.276366137510148
